,ftm,home,opponent,Age_x,#days_x,BA,OBP,SLG,OPS,ERA,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,throws,bats,opp_hand,VAL
120,Oakland Athletics,1,Toronto Blue Jays,32.0,0.0,0.244,0.299,0.324,0.623,3.72,3.0,228.0,880.0,63%,13%,14%,44%,21%,9%,1.24,0.31,9.2,3.17,R,R,False,23.0
121,Pittsburgh Pirates,1,Chicago Cubs,24.0,4.0,0.174,0.255,0.348,0.603,3.62,1.0,207.0,765.0,64%,19%,7%,49%,29%,5%,1.3090000000000002,0.299,6.3,1.94,R,R,False,2.0
122,Los Angeles Dodgers,1,Milwaukee Brewers,25.0,0.0,0.301,0.37799999999999995,0.5379999999999999,0.9159999999999999,5.08,0.0,166.0,733.0,63%,18%,12%,53%,21%,3%,1.3330000000000002,0.313,12.7,2.89,R,R,False,2.0
123,Baltimore Orioles,0,New York Yankees,26.0,0.0,0.233,0.298,0.382,0.6809999999999999,4.84,1.0,579.0,2451.0,60%,13%,10%,51%,25%,6%,1.574,0.33299999999999996,9.3,1.9,R,R,False,24.0
124,Houston Astros,0,Seattle Mariners,27.0,14.0,0.217,0.27899999999999997,0.41100000000000003,0.69,2.79,1.0,169.0,760.0,59%,16%,10%,35%,23%,9%,1.371,0.29100000000000004,9.5,2.16,R,R,False,19.0
125,Los Angeles Angels,0,Tampa Bay Rays,27.0,0.0,0.214,0.255,0.366,0.62,2.58,0.0,208.0,861.0,63%,13%,15%,32%,22%,13%,1.051,0.239,11.0,3.05,R,R,False,0.0
126,Los Angeles Angels,0,Tampa Bay Rays,27.0,0.0,0.214,0.255,0.366,0.62,2.58,0.0,208.0,861.0,63%,13%,15%,32%,22%,13%,1.051,0.239,11.0,3.05,R,R,False,0.0
127,Pittsburgh Pirates,1,Chicago Cubs,29.0,0.0,0.275,0.321,0.45799999999999996,0.778,3.62,1.0,207.0,765.0,64%,19%,7%,49%,29%,5%,1.3090000000000002,0.299,6.3,1.94,R,R,False,8.0
128,Cleveland Indians,0,Minnesota Twins,30.0,17.0,0.255,0.32299999999999995,0.425,0.747,2.66,0.0,217.0,902.0,62%,18%,12%,43%,27%,9%,1.2830000000000001,0.303,10.1,2.85,R,L,True,5.0
129,Toronto Blue Jays,0,Oakland Athletics,35.0,0.0,0.198,0.342,0.33299999999999996,0.6759999999999999,1.59,0.0,25.0,119.0,65%,13%,10%,36%,36%,0%,1.412,0.231,11.1,1.75,R,R,False,21.0
130,St. Louis Cardinals,1,Colorado Rockies,29.0,0.0,0.306,0.366,0.469,0.835,6.42,0.0,228.0,922.0,60%,14%,12%,50%,26%,4%,1.867,0.389,9.3,1.96,R,R,False,3.0
131,Detroit Tigers,1,Cincinnati Reds,39.0,0.0,0.251,0.3,0.33899999999999997,0.639,5.46,0.0,573.0,2139.0,63%,17%,8%,46%,25%,6%,1.4609999999999999,0.29,6.5,1.9,R,S,True,3.0
132,Oakland Athletics,1,Toronto Blue Jays,28.0,0.0,0.276,0.39,0.391,0.7809999999999999,3.72,3.0,228.0,880.0,63%,13%,14%,44%,21%,9%,1.24,0.31,9.2,3.17,R,L,True,6.0
133,Minnesota Twins,1,Cleveland Indians,35.0,0.0,0.275,0.353,0.374,0.726,2.56,1.0,246.0,985.0,65%,22%,13%,47%,28%,5%,1.056,0.289,12.7,4.2,L,L,False,8.0
134,Seattle Mariners,1,Houston Astros,31.0,0.0,0.243,0.32299999999999995,0.326,0.649,3.09,0.0,226.0,968.0,63%,19%,14%,37%,25%,6%,1.0659999999999998,0.293,13.5,5.53,R,R,False,9.0
135,Colorado Rockies,0,St. Louis Cardinals,23.0,0.0,0.245,0.32899999999999996,0.401,0.731,4.65,0.0,559.0,2192.0,64%,17%,10%,42%,28%,8%,1.4180000000000001,0.321,8.0,2.57,R,L,True,5.0
136,New York Mets,0,Washington Nationals,26.0,0.0,0.33,0.391,0.48,0.871,5.81,1.0,118.0,418.0,68%,17%,11%,28%,26%,9%,1.443,0.35700000000000004,7.9,23.0,,L,True,0.0
137,Pittsburgh Pirates,1,Chicago Cubs,25.0,20.0,0.0,0.0,0.0,0.0,3.62,1.0,207.0,765.0,64%,19%,7%,49%,29%,5%,1.3090000000000002,0.299,6.3,1.94,R,R,False,0.0
138,Pittsburgh Pirates,1,Chicago Cubs,31.0,10.0,0.262,0.32899999999999996,0.397,0.726,3.62,1.0,207.0,765.0,64%,19%,7%,49%,29%,5%,1.3090000000000002,0.299,6.3,1.94,R,R,False,2.0
139,Kansas City Royals,0,Chicago White Sox,29.0,0.0,0.304,0.373,0.431,0.8029999999999999,7.27,0.0,38.0,129.0,63%,18%,12%,31%,15%,8%,1.1540000000000001,0.13,6.2,1.5,R,R,False,10.0
140,New York Mets,0,Washington Nationals,30.0,1.0,0.213,0.297,0.37799999999999995,0.6759999999999999,5.81,1.0,118.0,418.0,68%,17%,11%,28%,26%,9%,1.443,0.35700000000000004,7.9,23.0,,R,True,3.0
141,Washington Nationals,1,New York Mets,31.0,5.0,0.0,0.125,0.0,0.125,3.38,2.0,452.0,1704.0,65%,15%,14%,50%,26%,5%,1.238,0.34299999999999997,9.4,5.05,R,,True,2.0
142,St. Louis Cardinals,1,Colorado Rockies,35.0,0.0,0.272,0.322,0.44799999999999995,0.77,6.42,0.0,228.0,922.0,60%,14%,12%,50%,26%,4%,1.867,0.389,9.3,1.96,R,R,False,17.0
143,Chicago White Sox,1,Kansas City Royals,23.0,0.0,0.218,0.302,0.392,0.6940000000000001,5.25,0.0,113.0,437.0,62%,15%,11%,46%,29%,1%,1.7080000000000002,0.355,8.3,2.0,R,S,True,23.0
144,Kansas City Royals,0,Chicago White Sox,22.0,0.0,0.247,0.266,0.39299999999999996,0.66,7.27,0.0,38.0,129.0,63%,18%,12%,31%,15%,8%,1.1540000000000001,0.13,6.2,1.5,R,S,True,7.0
145,Toronto Blue Jays,0,Oakland Athletics,35.0,0.0,0.26,0.33899999999999997,0.46799999999999997,0.807,1.59,0.0,25.0,119.0,65%,13%,10%,36%,36%,0%,1.412,0.231,11.1,1.75,R,S,True,3.0
146,Pittsburgh Pirates,1,Chicago Cubs,25.0,0.0,0.267,0.331,0.381,0.7120000000000001,3.62,1.0,207.0,765.0,64%,19%,7%,49%,29%,5%,1.3090000000000002,0.299,6.3,1.94,R,L,True,5.0
147,Minnesota Twins,1,Cleveland Indians,30.0,14.0,0.18600000000000003,0.276,0.368,0.644,2.56,1.0,246.0,985.0,65%,22%,13%,47%,28%,5%,1.056,0.289,12.7,4.2,L,L,False,0.0
148,Milwaukee Brewers,0,Los Angeles Dodgers,29.0,0.0,0.248,0.313,0.45799999999999996,0.7709999999999999,2.72,0.0,227.0,895.0,68%,16%,14%,37%,25%,13%,0.976,0.22699999999999998,10.1,4.5,R,L,True,7.0
149,Los Angeles Dodgers,1,Milwaukee Brewers,27.0,0.0,0.256,0.377,0.584,0.961,5.08,0.0,166.0,733.0,63%,18%,12%,53%,21%,3%,1.3330000000000002,0.313,12.7,2.89,R,L,True,0.0
150,St. Louis Cardinals,1,Colorado Rockies,23.0,0.0,0.28300000000000003,0.34600000000000003,0.425,0.7709999999999999,6.42,0.0,228.0,922.0,60%,14%,12%,50%,26%,4%,1.867,0.389,9.3,1.96,R,R,False,7.0
151,Washington Nationals,1,New York Mets,33.0,0.0,0.309,0.34700000000000003,0.456,0.8029999999999999,3.38,2.0,452.0,1704.0,65%,15%,14%,50%,26%,5%,1.238,0.34299999999999997,9.4,5.05,R,L,True,3.0
152,Colorado Rockies,0,St. Louis Cardinals,27.0,19.0,0.22699999999999998,0.253,0.39799999999999996,0.65,4.65,0.0,559.0,2192.0,64%,17%,10%,42%,28%,8%,1.4180000000000001,0.321,8.0,2.57,R,R,False,0.0
153,New York Mets,0,Washington Nationals,25.0,8.0,0.265,0.387,0.503,0.89,5.81,1.0,118.0,418.0,68%,17%,11%,28%,26%,9%,1.443,0.35700000000000004,7.9,23.0,,L,True,0.0
154,Baltimore Orioles,0,New York Yankees,24.0,0.0,0.22699999999999998,0.309,0.371,0.68,4.84,1.0,579.0,2451.0,60%,13%,10%,51%,25%,6%,1.574,0.33299999999999996,9.3,1.9,R,R,False,19.0
155,Kansas City Royals,0,Chicago White Sox,24.0,0.0,0.23199999999999998,0.295,0.589,0.884,7.27,0.0,38.0,129.0,63%,18%,12%,31%,15%,8%,1.1540000000000001,0.13,6.2,1.5,R,L,True,7.0
156,St. Louis Cardinals,1,Colorado Rockies,23.0,0.0,0.289,0.325,0.526,0.852,6.42,0.0,228.0,922.0,60%,14%,12%,50%,26%,4%,1.867,0.389,9.3,1.96,R,R,False,10.0
157,Oakland Athletics,1,Toronto Blue Jays,24.0,0.0,0.237,0.322,0.44299999999999995,0.765,3.72,3.0,228.0,880.0,63%,13%,14%,44%,21%,9%,1.24,0.31,9.2,3.17,R,L,True,10.0
158,Pittsburgh Pirates,1,Chicago Cubs,25.0,19.0,0.19,0.203,0.33299999999999996,0.536,3.62,1.0,207.0,765.0,64%,19%,7%,49%,29%,5%,1.3090000000000002,0.299,6.3,1.94,R,R,False,2.0
159,St. Louis Cardinals,1,Colorado Rockies,27.0,3.0,0.275,0.319,0.409,0.728,6.42,0.0,228.0,922.0,60%,14%,12%,50%,26%,4%,1.867,0.389,9.3,1.96,R,R,False,11.0
160,Chicago White Sox,1,Kansas City Royals,26.0,0.0,0.239,0.28,0.475,0.755,5.25,0.0,113.0,437.0,62%,15%,11%,46%,29%,1%,1.7080000000000002,0.355,8.3,2.0,R,L,True,4.0
161,Colorado Rockies,0,St. Louis Cardinals,31.0,0.0,0.28600000000000003,0.33799999999999997,0.377,0.715,4.65,0.0,559.0,2192.0,64%,17%,10%,42%,28%,8%,1.4180000000000001,0.321,8.0,2.57,R,L,True,7.0
162,Los Angeles Dodgers,1,Milwaukee Brewers,26.0,2.0,0.243,0.319,0.511,0.83,5.08,0.0,166.0,733.0,63%,18%,12%,53%,21%,3%,1.3330000000000002,0.313,12.7,2.89,R,L,True,3.0
163,Cincinnati Reds,0,Detroit Tigers,24.0,0.0,0.29100000000000004,0.33299999999999996,0.40700000000000003,0.741,3.93,0.0,205.0,785.0,62%,15%,9%,48%,23%,9%,1.1320000000000001,0.245,5.9,2.36,R,R,False,0.0
164,Milwaukee Brewers,0,Los Angeles Dodgers,27.0,0.0,0.261,0.3,0.414,0.713,2.72,0.0,227.0,895.0,68%,16%,14%,37%,25%,13%,0.976,0.22699999999999998,10.1,4.5,R,R,False,7.0
165,Tampa Bay Rays,1,Los Angeles Angels,25.0,0.0,0.297,0.324,0.406,0.73,4.74,0.0,316.0,1179.0,61%,17%,12%,38%,26%,9%,1.3030000000000002,0.256,7.6,2.06,R,L,True,3.0
166,Tampa Bay Rays,1,Los Angeles Angels,25.0,0.0,0.297,0.324,0.406,0.73,4.74,0.0,316.0,1179.0,61%,17%,12%,38%,26%,9%,1.3030000000000002,0.256,7.6,2.06,R,L,True,3.0
167,Kansas City Royals,0,Chicago White Sox,28.0,0.0,0.23199999999999998,0.27,0.43,0.7,7.27,0.0,38.0,129.0,63%,18%,12%,31%,15%,8%,1.1540000000000001,0.13,6.2,1.5,R,R,False,7.0
168,Baltimore Orioles,0,New York Yankees,28.0,5.0,0.196,0.31,0.315,0.625,4.84,1.0,579.0,2451.0,60%,13%,10%,51%,25%,6%,1.574,0.33299999999999996,9.3,1.9,R,L,True,6.0
169,Tampa Bay Rays,1,Los Angeles Angels,30.0,3.0,0.244,0.33299999999999996,0.39,0.723,4.74,0.0,316.0,1179.0,61%,17%,12%,38%,26%,9%,1.3030000000000002,0.256,7.6,2.06,R,R,False,6.0
170,Tampa Bay Rays,1,Los Angeles Angels,30.0,3.0,0.244,0.33299999999999996,0.39,0.723,4.74,0.0,316.0,1179.0,61%,17%,12%,38%,26%,9%,1.3030000000000002,0.256,7.6,2.06,R,R,False,6.0
171,Kansas City Royals,0,Chicago White Sox,24.0,0.0,0.182,0.258,0.307,0.565,7.27,0.0,38.0,129.0,63%,18%,12%,31%,15%,8%,1.1540000000000001,0.13,6.2,1.5,R,L,True,12.0
172,Milwaukee Brewers,0,Los Angeles Dodgers,31.0,0.0,0.253,0.309,0.381,0.69,2.72,0.0,227.0,895.0,68%,16%,14%,37%,25%,13%,0.976,0.22699999999999998,10.1,4.5,R,R,False,11.0
173,Oakland Athletics,1,Toronto Blue Jays,27.0,0.0,0.257,0.317,0.455,0.772,3.72,3.0,228.0,880.0,63%,13%,14%,44%,21%,9%,1.24,0.31,9.2,3.17,R,R,False,0.0
174,Pittsburgh Pirates,1,Chicago Cubs,26.0,0.0,0.24600000000000002,0.337,0.48700000000000004,0.8240000000000001,3.62,1.0,207.0,765.0,64%,19%,7%,49%,29%,5%,1.3090000000000002,0.299,6.3,1.94,R,L,True,0.0
175,Minnesota Twins,1,Cleveland Indians,24.0,0.0,0.268,0.33,0.402,0.732,2.56,1.0,246.0,985.0,65%,22%,13%,47%,28%,5%,1.056,0.289,12.7,4.2,L,S,True,6.0
177,Los Angeles Dodgers,1,Milwaukee Brewers,27.0,2.0,0.268,0.327,0.467,0.794,5.08,0.0,166.0,733.0,63%,18%,12%,53%,21%,3%,1.3330000000000002,0.313,12.7,2.89,R,R,False,10.0
178,Los Angeles Angels,0,Tampa Bay Rays,38.0,0.0,0.249,0.29,0.419,0.71,2.58,0.0,208.0,861.0,63%,13%,15%,32%,22%,13%,1.051,0.239,11.0,3.05,R,R,False,3.0
179,Los Angeles Angels,0,Tampa Bay Rays,38.0,0.0,0.249,0.29,0.419,0.71,2.58,0.0,208.0,861.0,63%,13%,15%,32%,22%,13%,1.051,0.239,11.0,3.05,R,R,False,3.0
180,Cleveland Indians,0,Minnesota Twins,25.0,0.0,0.295,0.408,0.616,1.024,2.66,0.0,217.0,902.0,62%,18%,12%,43%,27%,9%,1.2830000000000001,0.303,10.1,2.85,R,S,True,8.0
181,Cleveland Indians,0,Minnesota Twins,25.0,0.0,0.295,0.408,0.616,1.024,2.66,0.0,217.0,902.0,62%,18%,12%,43%,27%,9%,1.2830000000000001,0.303,10.1,2.85,R,R,False,8.0
182,Houston Astros,0,Seattle Mariners,31.0,0.0,0.242,0.315,0.401,0.716,2.79,1.0,169.0,760.0,59%,16%,10%,35%,23%,9%,1.371,0.29100000000000004,9.5,2.16,R,L,True,9.0
183,Washington Nationals,1,New York Mets,28.0,0.0,0.29100000000000004,0.35200000000000004,0.49700000000000005,0.85,3.38,2.0,452.0,1704.0,65%,15%,14%,50%,26%,5%,1.238,0.34299999999999997,9.4,5.05,R,R,False,16.0
184,New York Mets,0,Washington Nationals,35.0,1.0,0.20199999999999999,0.27399999999999997,0.337,0.61,5.81,1.0,118.0,418.0,68%,17%,11%,28%,26%,9%,1.443,0.35700000000000004,7.9,23.0,,S,True,28.0
185,Detroit Tigers,1,Cincinnati Reds,23.0,0.0,0.226,0.244,0.268,0.512,5.46,0.0,573.0,2139.0,63%,17%,8%,46%,25%,6%,1.4609999999999999,0.29,6.5,1.9,R,S,True,8.0
186,Chicago Cubs,0,Pittsburgh Pirates,28.0,0.0,0.268,0.366,0.45899999999999996,0.825,2.95,1.0,225.0,908.0,66%,17%,13%,35%,24%,7%,1.182,0.32799999999999996,10.8,4.13,R,L,True,6.0
187,New York Yankees,1,Baltimore Orioles,33.0,0.0,0.114,0.205,0.2,0.405,5.15,0.0,298.0,1213.0,63%,17%,8%,35%,33%,9%,1.639,0.35100000000000003,7.7,2.12,R,,True,0.0
188,Detroit Tigers,1,Cincinnati Reds,26.0,0.0,0.209,0.248,0.273,0.521,5.46,0.0,573.0,2139.0,63%,17%,8%,46%,25%,6%,1.4609999999999999,0.29,6.5,1.9,R,R,False,14.0
189,Pittsburgh Pirates,1,Chicago Cubs,33.0,0.0,0.162,0.275,0.311,0.586,3.62,1.0,207.0,765.0,64%,19%,7%,49%,29%,5%,1.3090000000000002,0.299,6.3,1.94,R,,True,0.0
191,New York Yankees,1,Baltimore Orioles,29.0,0.0,0.25,0.3,0.426,0.727,5.15,0.0,298.0,1213.0,63%,17%,8%,35%,33%,9%,1.639,0.35100000000000003,7.7,2.12,R,R,False,3.0
192,New York Mets,0,Washington Nationals,22.0,0.0,0.242,0.285,0.361,0.6459999999999999,5.81,1.0,118.0,418.0,68%,17%,11%,28%,26%,9%,1.443,0.35700000000000004,7.9,23.0,,R,True,3.0
193,Minnesota Twins,1,Cleveland Indians,26.0,0.0,0.29100000000000004,0.32899999999999996,0.486,0.815,2.56,1.0,246.0,985.0,65%,22%,13%,47%,28%,5%,1.056,0.289,12.7,4.2,L,L,False,0.0
194,Chicago Cubs,0,Pittsburgh Pirates,24.0,5.0,0.259,0.326,0.359,0.685,2.95,1.0,225.0,908.0,66%,17%,13%,35%,24%,7%,1.182,0.32799999999999996,10.8,4.13,R,R,False,5.0
195,Chicago White Sox,1,Kansas City Royals,26.0,0.0,0.24600000000000002,0.311,0.38299999999999995,0.6940000000000001,5.25,0.0,113.0,437.0,62%,15%,11%,46%,29%,1%,1.7080000000000002,0.355,8.3,2.0,R,,True,5.0
196,Minnesota Twins,1,Cleveland Indians,25.0,0.0,0.21,0.285,0.41200000000000003,0.6970000000000001,2.56,1.0,246.0,985.0,65%,22%,13%,47%,28%,5%,1.056,0.289,12.7,4.2,L,R,True,3.0
197,Milwaukee Brewers,0,Los Angeles Dodgers,26.0,0.0,0.23600000000000002,0.267,0.423,0.69,2.72,0.0,227.0,895.0,68%,16%,14%,37%,25%,13%,0.976,0.22699999999999998,10.1,4.5,R,R,False,0.0
198,Chicago Cubs,0,Pittsburgh Pirates,25.0,0.0,0.23800000000000002,0.353,0.45799999999999996,0.8109999999999999,2.95,1.0,225.0,908.0,66%,17%,13%,35%,24%,7%,1.182,0.32799999999999996,10.8,4.13,R,L,True,10.0
199,Seattle Mariners,1,Houston Astros,28.0,0.0,0.315,0.344,0.434,0.778,3.09,0.0,226.0,968.0,63%,19%,14%,37%,25%,6%,1.0659999999999998,0.293,13.5,5.53,R,R,False,0.0
200,Oakland Athletics,1,Toronto Blue Jays,27.0,0.0,0.265,0.32299999999999995,0.387,0.71,3.72,3.0,228.0,880.0,63%,13%,14%,44%,21%,9%,1.24,0.31,9.2,3.17,R,R,False,10.0
201,Milwaukee Brewers,0,Los Angeles Dodgers,28.0,0.0,0.24600000000000002,0.337,0.484,0.821,2.72,0.0,227.0,895.0,68%,16%,14%,37%,25%,13%,0.976,0.22699999999999998,10.1,4.5,R,L,True,0.0
202,Los Angeles Angels,0,Tampa Bay Rays,28.0,0.0,0.295,0.344,0.41600000000000004,0.76,2.58,0.0,208.0,861.0,63%,13%,15%,32%,22%,13%,1.051,0.239,11.0,3.05,R,R,False,10.0
203,Los Angeles Angels,0,Tampa Bay Rays,28.0,0.0,0.295,0.344,0.41600000000000004,0.76,2.58,0.0,208.0,861.0,63%,13%,15%,32%,22%,13%,1.051,0.239,11.0,3.05,R,R,False,10.0
204,Chicago White Sox,1,Kansas City Royals,30.0,4.0,0.28300000000000003,0.331,0.308,0.639,5.25,0.0,113.0,437.0,62%,15%,11%,46%,29%,1%,1.7080000000000002,0.355,8.3,2.0,R,R,False,5.0
205,Tampa Bay Rays,1,Los Angeles Angels,25.0,1.0,0.307,0.377,0.433,0.81,4.74,0.0,316.0,1179.0,61%,17%,12%,38%,26%,9%,1.3030000000000002,0.256,7.6,2.06,R,L,True,29.0
206,Tampa Bay Rays,1,Los Angeles Angels,25.0,1.0,0.307,0.377,0.433,0.81,4.74,0.0,316.0,1179.0,61%,17%,12%,38%,26%,9%,1.3030000000000002,0.256,7.6,2.06,R,L,True,29.0
207,Toronto Blue Jays,0,Oakland Athletics,31.0,0.0,0.251,0.358,0.45899999999999996,0.8170000000000001,1.59,0.0,25.0,119.0,65%,13%,10%,36%,36%,0%,1.412,0.231,11.1,1.75,R,S,True,3.0
208,Toronto Blue Jays,0,Oakland Athletics,30.0,13.0,0.23399999999999999,0.28800000000000003,0.39799999999999996,0.6859999999999999,1.59,0.0,25.0,119.0,65%,13%,10%,36%,36%,0%,1.412,0.231,11.1,1.75,R,S,True,10.0
209,Washington Nationals,1,New York Mets,19.0,0.0,0.28800000000000003,0.40700000000000003,0.51,0.9179999999999999,3.38,2.0,452.0,1704.0,65%,15%,14%,50%,26%,5%,1.238,0.34299999999999997,9.4,5.05,R,L,True,4.0
210,New York Yankees,1,Baltimore Orioles,28.0,0.0,0.285,0.35700000000000004,0.539,0.895,5.15,0.0,298.0,1213.0,63%,17%,8%,35%,33%,9%,1.639,0.35100000000000003,7.7,2.12,R,R,False,5.0
211,Houston Astros,0,Seattle Mariners,27.0,3.0,0.233,0.318,0.41,0.727,2.79,1.0,169.0,760.0,59%,16%,10%,35%,23%,9%,1.371,0.29100000000000004,9.5,2.16,R,R,False,23.0
212,Colorado Rockies,0,St. Louis Cardinals,25.0,0.0,0.294,0.348,0.5479999999999999,0.897,4.65,0.0,559.0,2192.0,64%,17%,10%,42%,28%,8%,1.4180000000000001,0.321,8.0,2.57,R,R,False,7.0
213,Cincinnati Reds,0,Detroit Tigers,26.0,0.0,0.294,0.376,0.56,0.935,3.93,0.0,205.0,785.0,62%,15%,9%,48%,23%,9%,1.1320000000000001,0.245,5.9,2.36,R,R,False,8.0
214,Tampa Bay Rays,1,Los Angeles Angels,30.0,1.0,0.209,0.248,0.237,0.486,4.74,0.0,316.0,1179.0,61%,17%,12%,38%,26%,9%,1.3030000000000002,0.256,7.6,2.06,R,R,False,0.0
215,Tampa Bay Rays,1,Los Angeles Angels,30.0,1.0,0.209,0.248,0.237,0.486,4.74,0.0,316.0,1179.0,61%,17%,12%,38%,26%,9%,1.3030000000000002,0.256,7.6,2.06,R,R,False,0.0
216,Toronto Blue Jays,0,Oakland Athletics,27.0,23.0,0.0,0.5,0.0,0.5,1.59,0.0,25.0,119.0,65%,13%,10%,36%,36%,0%,1.412,0.231,11.1,1.75,R,,True,4.0
218,Los Angeles Dodgers,1,Milwaukee Brewers,27.0,0.0,0.249,0.324,0.439,0.763,5.08,0.0,166.0,733.0,63%,18%,12%,53%,21%,3%,1.3330000000000002,0.313,12.7,2.89,R,R,False,4.0
219,Milwaukee Brewers,0,Los Angeles Dodgers,31.0,0.0,0.22399999999999998,0.306,0.502,0.8079999999999999,2.72,0.0,227.0,895.0,68%,16%,14%,37%,25%,13%,0.976,0.22699999999999998,10.1,4.5,R,L,True,0.0
220,New York Yankees,1,Baltimore Orioles,21.0,0.0,0.264,0.331,0.48100000000000004,0.812,5.15,0.0,298.0,1213.0,63%,17%,8%,35%,33%,9%,1.639,0.35100000000000003,7.7,2.12,R,R,False,34.0
221,Los Angeles Angels,0,Tampa Bay Rays,26.0,0.0,0.312,0.462,0.629,1.091,2.58,0.0,208.0,861.0,63%,13%,15%,32%,22%,13%,1.051,0.239,11.0,3.05,R,R,False,7.0
222,Los Angeles Angels,0,Tampa Bay Rays,26.0,0.0,0.312,0.462,0.629,1.091,2.58,0.0,208.0,861.0,63%,13%,15%,32%,22%,13%,1.051,0.239,11.0,3.05,R,R,False,7.0
223,Cincinnati Reds,0,Detroit Tigers,27.0,0.0,0.24,0.303,0.413,0.716,3.93,0.0,205.0,785.0,62%,15%,9%,48%,23%,9%,1.1320000000000001,0.245,5.9,2.36,R,L,True,7.0
224,Washington Nationals,1,New York Mets,25.0,0.0,0.267,0.33399999999999996,0.406,0.74,3.38,2.0,452.0,1704.0,65%,15%,14%,50%,26%,5%,1.238,0.34299999999999997,9.4,5.05,R,R,False,21.0
225,Los Angeles Angels,0,Tampa Bay Rays,30.0,6.0,0.267,0.35200000000000004,0.474,0.826,2.58,0.0,208.0,861.0,63%,13%,15%,32%,22%,13%,1.051,0.239,11.0,3.05,R,R,False,5.0
226,Los Angeles Angels,0,Tampa Bay Rays,30.0,6.0,0.267,0.35200000000000004,0.474,0.826,2.58,0.0,208.0,861.0,63%,13%,15%,32%,22%,13%,1.051,0.239,11.0,3.05,R,R,False,5.0
227,Los Angeles Angels,0,Tampa Bay Rays,32.0,21.0,0.19899999999999998,0.253,0.335,0.588,2.58,0.0,208.0,861.0,63%,13%,15%,32%,22%,13%,1.051,0.239,11.0,3.05,R,,True,0.0
228,Baltimore Orioles,0,New York Yankees,33.0,16.0,0.263,0.316,0.408,0.723,4.84,1.0,579.0,2451.0,60%,13%,10%,51%,25%,6%,1.574,0.33299999999999996,9.3,1.9,R,,True,8.0
229,Baltimore Orioles,0,New York Yankees,26.0,23.0,0.182,0.27,0.182,0.452,4.84,1.0,579.0,2451.0,60%,13%,10%,51%,25%,6%,1.574,0.33299999999999996,9.3,1.9,R,S,True,5.0
230,Seattle Mariners,1,Houston Astros,27.0,23.0,0.5,0.5,0.5,1.0,3.09,0.0,226.0,968.0,63%,19%,14%,37%,25%,6%,1.0659999999999998,0.293,13.5,5.53,R,,True,8.0
231,Cincinnati Reds,0,Detroit Tigers,34.0,9.0,0.284,0.42200000000000004,0.419,0.8420000000000001,3.93,0.0,205.0,785.0,62%,15%,9%,48%,23%,9%,1.1320000000000001,0.245,5.9,2.36,R,L,True,5.0
232,New York Yankees,1,Baltimore Orioles,32.0,0.0,0.233,0.312,0.358,0.6709999999999999,5.15,0.0,298.0,1213.0,63%,17%,8%,35%,33%,9%,1.639,0.35100000000000003,7.7,2.12,R,S,True,0.0
233,Tampa Bay Rays,1,Los Angeles Angels,28.0,0.0,0.28800000000000003,0.33799999999999997,0.419,0.758,4.74,0.0,316.0,1179.0,61%,17%,12%,38%,26%,9%,1.3030000000000002,0.256,7.6,2.06,R,L,True,9.0
234,Tampa Bay Rays,1,Los Angeles Angels,28.0,0.0,0.28800000000000003,0.33799999999999997,0.419,0.758,4.74,0.0,316.0,1179.0,61%,17%,12%,38%,26%,9%,1.3030000000000002,0.256,7.6,2.06,R,L,True,9.0
235,Cincinnati Reds,0,Detroit Tigers,26.0,0.0,0.28800000000000003,0.316,0.41100000000000003,0.727,3.93,0.0,205.0,785.0,62%,15%,9%,48%,23%,9%,1.1320000000000001,0.245,5.9,2.36,R,L,True,8.0
236,Milwaukee Brewers,0,Los Angeles Dodgers,26.0,0.0,0.311,0.374,0.5329999999999999,0.907,2.72,0.0,227.0,895.0,68%,16%,14%,37%,25%,13%,0.976,0.22699999999999998,10.1,4.5,R,L,True,0.0
237,Los Angeles Angels,0,Tampa Bay Rays,33.0,0.0,0.239,0.28600000000000003,0.39399999999999996,0.68,2.58,0.0,208.0,861.0,63%,13%,15%,32%,22%,13%,1.051,0.239,11.0,3.05,R,S,True,0.0
238,Los Angeles Angels,0,Tampa Bay Rays,33.0,0.0,0.239,0.28600000000000003,0.39399999999999996,0.68,2.58,0.0,208.0,861.0,63%,13%,15%,32%,22%,13%,1.051,0.239,11.0,3.05,R,S,True,0.0
239,Washington Nationals,1,New York Mets,33.0,0.0,0.26,0.33,0.52,0.851,3.38,2.0,452.0,1704.0,65%,15%,14%,50%,26%,5%,1.238,0.34299999999999997,9.4,5.05,R,R,False,0.0
240,Chicago Cubs,0,Pittsburgh Pirates,37.0,0.0,0.304,0.387,0.457,0.845,2.95,1.0,225.0,908.0,66%,17%,13%,35%,24%,7%,1.182,0.32799999999999996,10.8,4.13,R,S,True,17.0
241,Seattle Mariners,1,Houston Astros,27.0,0.0,0.193,0.251,0.41700000000000004,0.6679999999999999,3.09,0.0,226.0,968.0,63%,19%,14%,37%,25%,6%,1.0659999999999998,0.293,13.5,5.53,R,R,False,5.0
242,Chicago White Sox,1,Kansas City Royals,31.0,4.0,0.272,0.331,0.491,0.821,3.33,0.0,438.0,1694.0,61%,16%,8%,56%,25%,4%,1.348,0.3,6.2,1.76,R,R,False,21.0
